250,0
300,0
350,0
400,0
450,0
474.0480962,2.54452559288753e-10
475.5743446,1.50518495083115e-09
479.5766791,8.94509985869816e-09
482.2645291,9.21837029865199e-09
485.3324174,7.720412379417e-09
487.6766419,2.74394274193623e-08
488.6773547,2.70617154673277e-08
490.0801603,3.47974806801717e-08
491.0821643,1.31342134006688e-08
492.0841683,6.05235795718071e-08
492.8857715,2.75230106755924e-08
494.0881764,2.04337738725136e-08
495.6913828,6.68660378429913e-08
496.2925852,6.47285130692809e-08
496.8937876,9.27930673059929e-08
497.8957916,1.21864885808946e-07
498.8977956,1.93817590142272e-07
499.8997996,2.89085330669024e-07
500.9018036,5.7615441213322e-07
501.9038076,1.03278457384292e-06
502.7054108,1.99989757136183e-06
503.7074148,4.1802453807049e-06
504.924798,1.14277463771723e-05
505.9118236,2.622777192926e-05
507.9741958,0.00017398421540454
510.1202405,0.0015745889517627
511.2141809,0.00505269670412677
512.5250501,0.0242429885145831
513.1200545,0.0503536750087438
514.4541661,0.281034755251052
515.5976902,0.679995550954116
516.7412144,0.739732213709715
518.0753259,0.690290274715927
519.6000248,0.64367857840768
521.1247237,0.591148073799788
522.8400099,0.543737303785852
524.3486974,0.51399946599669
526.6094044,0.470071320359528
529.1583166,0.434227598852038
532.7505527,0.384105794318808
536.9434746,0.345811118625787
541.1363965,0.316512364247039
545.3293184,0.283040677267328
549.5222404,0.246689204356066
553.7151623,0.207572139292113
557.9080842,0.170704022221329
562.1010061,0.140271953267964
566.2939281,0.115097028068288
570.48685,0.0948303851222302
574.6797719,0.0795063770337138
578.8726938,0.0679397925969795
583.0656158,0.0585012284242262
587.2585377,0.0506825092975411
591.4514596,0.0438195209766471
595.6443815,0.0383998575894231
599.7102452,0.0349378639426946
604.0302254,0.029282221365536
608.2231473,0.0236459713814989
610.8913704,0.0192171331521067
613.9278557,0.0184351762337152
617.9358717,0.0162951753062676
622.5450902,0.0183811362003173
627.3547094,0.0164088576727253
632.1643287,0.0163240474577704
635.5711423,0.0142482285470888
639.9799599,0.0102146313179545
645.3907816,0.00819092291228263
650,0
700,0
750,0
800,0
850,0
900,0
