250	0
300	0
350	0
400	0
450	0
459.931928	0.001175984
470.8823576	4.18E-05
482.7097498	0.01936228
488.4477916	0.053212576
492.1453393	0.107291304
494.8884508	0.185515703
496.0594797	0.233097432
497.2305086	0.276217217
498.4015376	0.327269347
499.5725665	0.386253822
500.158081	0.421199547
501.0363527	0.466801276
501.9146244	0.537439469
503.3784105	0.619722123
504.5494395	0.691844546
506.6356323	0.823449912
508.3552835	0.92159456
509.5435685	0.957217129
511.7219917	0.998300887
513.6249137	0.989955495
516.2597288	0.946795596
517.4307578	0.899189181
519.1873012	0.825548587
520.6510873	0.751911078
522.700388	0.699833462
524.1641741	0.653711277
525.0424458	0.602389661
526.506232	0.564447706
532.9468911	0.446881955
536.7527352	0.397760454
547.4383742	0.327000375
551.6833541	0.29944031
556.6602271	0.241382577
558.7095277	0.213101997
562.2226145	0.180344044
570.81016	0.111093394
577.5923693	0.079788299
584.4721643	0.06112435
593.1377784	0.046159865
598.5245115	0.038666514
609.3565291	0.022191881
623.1327801	0.010565332
636.2033195	0.004103456
649.2738589	0.000803634
	
	
	
	
	
	
